"product_id","year","month","total_quantity"
"1","2020","1","74073074237"
"10","2020","1","60115006"
"10209df8-d01bfba0","2020","1","8"
"10b38cea-131e5f5d","2020","1","107"
"10c4cb8d-9aa5bf15","2020","1","3"
"10e37059-b8840fd8","2020","1","4"
"10f54217-4cedcce0","2020","1","2"
"10fc9411-870446ee","2020","1","3"
"11","2020","1","4747"
"1102420a-a3f5f7e7","2020","1","1"
"11070359-7e8183e3","2020","1","2"
"111cd88b-0196b02b","2020","1","7"
"113d8b6f-0b0d2b6c","2020","1","1"
"114bb632-a01632e6","2020","1","1"
"1162b98d-6180a0e9","2020","1","1"
"11844fbc-1027278e","2020","1","104"
"1197b2c0-692de4b0","2020","1","2"
"11a1e7a7-10614178","2020","1","1"
"11dbef7f-56b1bb2b","2020","1","1"
"12","2020","1","2147483666"
"1243fd18-a0ec39f0","2020","1","2"
"126878b0-bfb4c46d","2020","1","1"
"126c8127-bc715617","2020","1","1"
"1283322a-0cc6b393","2020","1","1"
"12a72f1e-9fabbe34","2020","1","3"
"12be80a4-fc80c507","2020","1","1"
"12d47bf9-a7c911fb","2020","1","2"
"12d6ecdb-a948e69b","2020","1","8"
"12f31895-e10c78b4","2020","1","2"
"12f46591-bcbfa4c1","2020","1","2"
"1316221f-987abb03","2020","1","4"
"132dbfb2-98b798a9","2020","1","35"
"133e3c65-e062b180","2020","1","3"
"13a2b488-f0f82fa2","2020","1","2"
"13b52198-282b47cc","2020","1","3"
"13b9161e-b2b70f30","2020","1","1"
"140f5843-c540751b","2020","1","2"
"14255735-df4f3764","2020","1","2"
"145eb2fc-11287fbc","2020","1","2"
"148a50db-76c578e8","2020","1","4"
"148cd893-a051ca18","2020","1","2"
"148dfb9c-268c368d","2020","1","2"
"1491a866-1996c359","2020","1","4"
"14a417db-2493ccbe","2020","1","8"
"14b899d0-62fbe503","2020","1","1"
"14c7cd7f-a29c64be","2020","1","3"
"14d4c3de-74af9998","2020","1","2"
"14ef957c-15878f82","2020","1","2"
"1585b5c0-88870211","2020","1","1"
"15902124-fe021880","2020","1","1"
"15a8a24f-75f05773","2020","1","13"
"15b12127-6e1998de","2020","1","1"
"15b1bd36-df0d5e47","2020","1","9"
"15e7b5d2-0dddbf19","2020","1","20"
"15eb7f57-f959aa57","2020","1","5"
"161ade8f-6aa0f585","2020","1","3"
"161c32c6-b817c5b4","2020","1","1"
"16315d51-9279e4c7","2020","1","2"
"163f9d7c-2497f7d7","2020","1","1"
"166dd6d1-b287ce9c","2020","1","12"
"16b529fd-2ea607d5","2020","1","6"
"16c1bd24-22b1e08f","2020","1","1"
"16d65d6c-d59ce467","2020","1","1"
"16d87a8c-9926dd89","2020","1","1"
"16db7040-3740a116","2020","1","1"
"1709347d-f4cc0c90","2020","1","1"
"170b1d43-461f70d5","2020","1","1"
"17170e0f-6447f5d4","2020","1","6"
"1728cea0-34bc7b52","2020","1","1"
"17408b4d-4ff38fdb","2020","1","1"
"174358a6-8c8619e9","2020","1","1"
"1798e1bb-627ccdb1","2020","1","22"
"179aae4f-38081838","2020","1","4"
"179cb05e-a3cc9ca0","2020","1","1"
"17a56c1e-5c8236ae","2020","1","20"
"1800f42e-44b455a5","2020","1","8"
"181c4ba3-928316d5","2020","1","1"
"1832d591-402f1229","2020","1","5"
"18368062-cdfc714c","2020","1","9"
"1862d606-6496e438","2020","1","2"
"18bf04dd-ebdef6f9","2020","1","2"
"18c54f55-a1236c1a","2020","1","1"
"18c63b35-267ea569","2020","1","9"
"1909d89c-dcc43e60","2020","1","2"
"19154501-9f8ae582","2020","1","6"
"193dc216-1a416046","2020","1","1"
"195750ff-799c616b","2020","1","1"
"1968ef62-9d8a46f8","2020","1","1"
"1978d3f6-abad52bb","2020","1","9"
"1982fdb2-6f391c57","2020","1","9"
"199b0c41-0faa1e5d","2020","1","1"
"19b80a53-f2c13d13","2020","1","3"
"19d54e3f-b734d8b7","2020","1","1"
"19ea6192-a1e10e40","2020","1","1"
"19fd5556-0462d592","2020","1","1"
"1a0b590d-fe0fe51c","2020","1","1"
"1a2911a4-e2350f79","2020","1","1"
"1a3aae3a-6d8d4a60","2020","1","3"
"1a57576d-b9691030","2020","1","1"
"1a5c6eb7-23a13db3","2020","1","2"
"1a721d9c-32f36f00","2020","1","1"
"1a788977-8ea1ad6b","2020","1","3"
"1a96be41-25fb7aaf","2020","1","5"
"1a9c472b-524519de","2020","1","2"
"1aa18e91-74795481","2020","1","1"
"1abcb64b-1d2a5134","2020","1","2"
"1ac0a182-2cd09626","2020","1","1"
"1ac1741b-38573658","2020","1","1"
"1ad504c2-a3978acf","2020","1","2"
"1ad7187f-abbc8780","2020","1","6"
"1ada64fc-73891bb0","2020","1","4"
"1ae0c7b8-bccad1a0","2020","1","1"
"1ae11385-bc056612","2020","1","3"
"1aebd6a9-a8554a76","2020","1","1"
"1b22725b-b3faaf50","2020","1","2"
"1b4a72a7-729e5210","2020","1","1"
"1b53b508-76f1a7fb","2020","1","3"
"1b57eb3d-f51b0e08","2020","1","1"
"1b7b1d46-dbe18e14","2020","1","1"
"1b909d38-27faaf55","2020","1","1"
"1b9872a9-15c2678c","2020","1","5"
"1ba46ad3-3e04c803","2020","1","1"
"1c25b4ff-6ecad955","2020","1","4"
"1c3d1c11-e370c0e3","2020","1","2"
"1c47f208-42f14ff0","2020","1","1"
"1c617ec5-e4ffa45d","2020","1","2"
"1c6b8ed5-840c2349","2020","1","5"
"1c8efa6a-db242122","2020","1","10"
"1cbe6a84-213593ed","2020","1","1"
"1cd701ed-9458f270","2020","1","5"
"1d063ce6-e30f2175","2020","1","2"
"1d2e7ac3-b25b6dc0","2020","1","1"
"1d33eb99-43e82767","2020","1","3"
"1d418c10-52681bc8","2020","1","1"
"1d5c12a2-2295c11b","2020","1","1"
"1d6607c8-1a0f2e38","2020","1","1"
"1d670923-9a55e09b","2020","1","2"
"1d7c2e59-091ed0d1","2020","1","7"
"1d929a7c-76f48a6b","2020","1","1"
"1d9ad5db-20c5f161","2020","1","5"
"1da8acff-4c8361ab","2020","1","3"
"1dc44f39-63a74d22","2020","1","1"
"1dd86e50-387824ed","2020","1","6"
"1dfbfd18-04df5057","2020","1","8"
"1e0956af-7a96b4ca","2020","1","1"
"1e10a43f-c7cf3ddf","2020","1","5"
"1e230c93-1e3548e0","2020","1","11"
"1ef92716-ba0e3feb","2020","1","1"
"1f08ee03-ec6c1b66","2020","1","7"
"1f120def-9ebc763e","2020","1","1"
"1f28862d-cd97dff0","2020","1","8"
"1f5d33f4-a50526f3","2020","1","1"
"1f65b4cd-83238e15","2020","1","1"
"1f6ad4cd-efbe15e0","2020","1","3"
"1f6e70e7-d2d390c0","2020","1","1"
"1f6f77e2-a612a8c5","2020","1","3"
"1f7cf696-6b76fcfd","2020","1","1"
"1fa4431b-17f8753f","2020","1","1"
"1fcab064-3453dbfd","2020","1","2"
"1feee530-5f7e56d5","2020","1","1"
"1fefe645-58b9f65a","2020","1","3"
"1ff457a4-dca3d620","2020","1","1"
"2","2020","1","21765771371"
"20249c79-8b34078e","2020","1","2"
"202721c3-6e1bf8f7","2020","1","1"
"20318b5f-f1722320","2020","1","1"
"204cb55c-8aa6e0e5","2020","1","1"
"20a020b9-baa79ff3","2020","1","10"
"20b9a05f-d7e34d1a","2020","1","2"
"2113c51c-49b445ff","2020","1","9"
"215b3987-c73c28e9","2020","1","1"
"2163efeb-7afae832","2020","1","4"
"217fc1d5-88e464bd","2020","1","2"
"21ad83b5-8dd2dcb4","2020","1","2"
"21e0418a-492f81d8","2020","1","4"
"22075838-b05bf185","2020","1","1"
"221b9451-5f8a46b3","2020","1","8"
"2221372d-769bcef4","2020","1","4"
"2225d862-6c7ce845","2020","1","2"
"223d361c-7ee6cd16","2020","1","1"
"223f43b5-ed70b78a","2020","1","1"
"22452d93-059426b4","2020","1","4"
"2246be73-73f0663c","2020","1","2"
"224bbefc-30085d8e","2020","1","2"
"224f5c2c-14e5eabc","2020","1","2"
"226e0f5e-8b946a36","2020","1","30"
"227b7c20-18e64942","2020","1","132"
"228ba558-958a18b0","2020","1","1"
"2292a637-d284ddf6","2020","1","5"
"22b2d26e-53c83712","2020","1","1"
"22cc3213-8353b2f2","2020","1","1"
"22d8ac98-940d544b","2020","1","2"
"23123ba7-7badf12e","2020","1","1"
"232646c0-3aadd8d9","2020","1","2"
"232c046d-7e0d7e73","2020","1","1"
"232fa073-f4786782","2020","1","1"
"233ae182-d2c0004d","2020","1","1"
"234d9a96-6fd32c0e","2020","1","2"
"235f93c8-9ef2125b","2020","1","1"
"238046ee-7cd28fea","2020","1","1"
"23858ea5-4c386520","2020","1","1"
"2388d3ad-d1a0fd9f","2020","1","2"
"2394302e-bd6b0294","2020","1","1"
"23a746c7-dbf27163","2020","1","1"
"23da0f36-bae91d5f","2020","1","1"
"23e84b84-73fa6610","2020","1","12"
"23f43a58-d0248f92","2020","1","4"
"2404d714-5efb9227","2020","1","1"
"244eae71-4b5607c3","2020","1","2"
"245a7720-f1dfc7df","2020","1","3"
"24661c57-1edae4bc","2020","1","10"
"2481df3e-648bb429","2020","1","4"
"2485a4e0-f20a89d5","2020","1","1"
"248f789c-1b0530fb","2020","1","2"
"249db5ae-795413d3","2020","1","1"
"24a42b0b-72c017ba","2020","1","2"
"24a9fe87-a3521c0a","2020","1","1"
"24aa4ee8-581b8890","2020","1","2"
"24d46148-53758487","2020","1","2"
"24f04b27-98d7b56a","2020","1","1"
"24f2181b-2ecc2f7c","2020","1","2"
"24ffe06b-e6bf5e57","2020","1","1"
"2500c67d-6a787565","2020","1","2"
"2513e0ca-0dfdefa0","2020","1","1"
"253a0d3a-bd578a46","2020","1","1"
"25640920-15b430cf","2020","1","1"
"25b3a3a4-cdea94bb","2020","1","3"
"25da4335-0a5282a4","2020","1","1"
"25dadc0b-59ac5a9c","2020","1","3"
"25edce11-fd463897","2020","1","1"
"25ee92c1-bdd5b4ce","2020","1","2"
"25f1022b-290166fe","2020","1","2"
"25fac68b-efcd3fbe","2020","1","1"
"25ff46b4-e7030770","2020","1","3"
"2604a42c-80f693b8","2020","1","1"
"261147f4-e7b5fa66","2020","1","1"
"2612de80-67b829ff","2020","1","4"
"26189d4d-92146a89","2020","1","1"
"263df6c9-95005438","2020","1","1"
"2652611a-a013ba8d","2020","1","5"
"26624f70-f3d6523b","2020","1","4"
"26712a8c-e6d8bed4","2020","1","1"
"267b9e9a-0e18d44e","2020","1","7"
"26840092-d9c50060","2020","1","2"
"26b11c4a-989c63fe","2020","1","3"
"26d68d02-3584ac93","2020","1","2"
"26dea3eb-5f8f2711","2020","1","8"
"26f9fb23-dcbe6058","2020","1","2"
"26fb48aa-d99310ad","2020","1","2"
"270c74a5-e9196708","2020","1","1"
"2716ff30-c4f9c880","2020","1","4"
"27270b45-ee775f3e","2020","1","2"
"276aa2d5-70fc6a6a","2020","1","3"
"2777040a-e9b67969","2020","1","2"
"279fbef1-d21e528b","2020","1","8"
"27a12791-e0bdf242","2020","1","33"
"27ba0a13-b84a92b9","2020","1","1"
"27c3598d-3ba018ab","2020","1","2"
"27d3f86d-d99b217a","2020","1","5"
"27d5f0f1-6dd94ac7","2020","1","6"
"27e4345e-c2f92ee6","2020","1","3"
"27f20c42-ab6c9761","2020","1","1"
"283c3528-6af4a4f9","2020","1","1"
"2886bdd5-90504350","2020","1","1"
"289b3e1e-93f5e8c1","2020","1","2"
"28a6e06c-6a079301","2020","1","2"
"28b58bb6-5c38f918","2020","1","4"
"28ba7a16-9e53d720","2020","1","1"
"28bb896e-0f20d7be","2020","1","2"
"28d77962-58a5b1aa","2020","1","1"
"28de6753-191c3a30","2020","1","1"
"28f1067c-274ac2b7","2020","1","1"
"28f72609-5c57e5e5","2020","1","1"
"29082d26-006ffd51","2020","1","1"
"29224e6e-3d79cd48","2020","1","4"
"292e6101-a8016388","2020","1","1"
"2942e90e-2d4cced9","2020","1","1"
"29af825d-30e1a66a","2020","1","5"
"29c68d30-dc0f1bdd","2020","1","2"
"2a0a6531-a5b12989","2020","1","1"
"2a178917-64f86393","2020","1","2"
"2a219f75-3814ac2e","2020","1","1"
"2a2fdfb7-7219eb0a","2020","1","14"
"2a586a5d-3f050f98","2020","1","6"
"2a5d4ce6-18fc2100","2020","1","2"
"2a6b976e-f9514240","2020","1","1"
"2a8ff05c-60ef1917","2020","1","1"
"2ab9c788-2f580462","2020","1","1"
"2acf6678-4dfba508","2020","1","1"
"2ae74b6a-b4e992ec","2020","1","1"
"2afa3fb0-09c226f8","2020","1","5"
"2b2f00d9-7a6fc626","2020","1","5"
"2b3ea1d8-d63347e0","2020","1","2"
"2b48bde5-f7d3e48d","2020","1","1"
"2b5d012d-a929cdc1","2020","1","1"
"2b8ddc68-5e107d12","2020","1","5"
"2bb25c8b-d271eaf6","2020","1","3"
"2bd75b67-043b81a9","2020","1","24"
"2beb32d0-c8ab9ae7","2020","1","2"
"2bf66df9-b043a83d","2020","1","2"
"2bf85183-a9ab3686","2020","1","14"
"2c1fc1dd-16de5b10","2020","1","2"
"2c22abfa-f5933cc0","2020","1","1"
"2c2b2dcb-a2dd71a9","2020","1","2"
"2c536efb-c26fbec5","2020","1","7"
"2c6ddae0-c7e8c6f8","2020","1","1"
"2cab1336-2633935a","2020","1","1"
"2cac05ac-4b9a7381","2020","1","1"
"2cb6ff0e-fee6ffed","2020","1","3"
"2cd6c18f-27896ec5","2020","1","3"
"2d026768-2cba1a5c","2020","1","1"
"2d375816-d6f7b0ab","2020","1","2"
"2d390ffb-69f33dfc","2020","1","3"
"2d571763-49171cf0","2020","1","1"
"2d9db75b-4b478da2","2020","1","6"
"2dcd06b2-ebb7f7e6","2020","1","4"
"2df894cd-885452c2","2020","1","22"
"2e0a35b9-295090ee","2020","1","1"
"2e13719b-2cc9bac7","2020","1","2"
"2e163a6e-dcce3f40","2020","1","1"
"2e1b05cb-361080a5","2020","1","1"
"2e21ef5f-e2b2dd2c","2020","1","15"
"2e5702ed-d234d7ee","2020","1","1"
"2e717dcc-b04ee7f6","2020","1","8"
"2e7c0d7a-7c21a8f3","2020","1","2"
"2ead66d0-98452867","2020","1","1"
"2ec31e51-4a14506a","2020","1","2"
"2ec6f0cc-d0f87681","2020","1","1"
"2f196071-b0118693","2020","1","1"
"2f1ce27a-69587a6c","2020","1","1"
"2f23fbc8-78c9cdf3","2020","1","3"
"2f3807de-7d932fc0","2020","1","1"
"2f3e95e8-6ae97208","2020","1","2"
"2f538d72-709b7de2","2020","1","1"
"2fae974c-c6fb6f9d","2020","1","1"
"2fc72325-fa70a13a","2020","1","2"
"3","2020","1","4352446955"
"3013c531-abc448dd","2020","1","2"
"3031a500-9c199018","2020","1","1"
"3035c604-ebcc9e4a","2020","1","4"
"303d4dff-84c79ad5","2020","1","9"
"303fa913-8989e247","2020","1","14"
"304fb80a-e62b2957","2020","1","2"
"305b4ef6-9cb8689f","2020","1","1"
"30961212-7943f057","2020","1","1"
"30a1bc90-5093e9ef","2020","1","3"
"30b39304-d57780bc","2020","1","1"
"30cbc774-fa5d5ca6","2020","1","1"
"30d965f4-ca3dd091","2020","1","1"
"30eb979f-170962a6","2020","1","4"
"311601f7-ec17a69a","2020","1","4"
"311d99f0-3738f45a","2020","1","3"
"31319f09-c9f46ed5","2020","1","1"
"3153a3f7-19cf15aa","2020","1","1"
"3195ad21-33d790ab","2020","1","1"
"31d3cd56-00bb8230","2020","1","7"
"31eae739-1d96f21a","2020","1","3"
"31fe3162-9bad4540","2020","1","4"
"320724f3-f52e167a","2020","1","3"
"32177564-c56b4c29","2020","1","1"
"32198ec7-cc17b836","2020","1","2"
"321ebc46-5fdcca71","2020","1","1"
"322dcbdd-68959e6e","2020","1","3"
"3239f5ae-0e2fbfa0","2020","1","1"
"32544efa-3fd5645c","2020","1","2"
"327e3481-71b0f976","2020","1","1"
"32883471-36c4c53d","2020","1","3"
"32bdb04f-5cd5cb28","2020","1","1"
"331a375c-748351b8","2020","1","2"
"3334a6d7-5f5c3a71","2020","1","1"
"3360dcda-26fba343","2020","1","2"
"33705b05-bbb4b2f4","2020","1","6"
"33902a10-a5ec1bb7","2020","1","5"
"33a0988c-e11b5c55","2020","1","1"
"33c9f174-902632c1","2020","1","1"
"33d9854b-b6285715","2020","1","1"
"33e773ab-b2c6aaf3","2020","1","1"
"33f472f0-a9086fd8","2020","1","7"
"33f84e67-46c1f8b4","2020","1","13"
"33fc6314-7c4509e6","2020","1","2"
"34107cc3-eb46359f","2020","1","3"
"341dbbc6-bd31c123","2020","1","1"
"342632e8-5003805c","2020","1","1"
"3432f041-3dc884cf","2020","1","6"
"3446070d-16cba43e","2020","1","1"
"3452323d-e799c806","2020","1","3"
"345b5a6e-fd8f08dc","2020","1","3"
"34826a04-e3f5b50e","2020","1","2"
"348fbd95-da5dee66","2020","1","1"
"349bd3a6-56ee8f9b","2020","1","3"
"34ceaaae-3c91730a","2020","1","2"
"35040083-e57b1e10","2020","1","1"
"3515a7b6-171e59a4","2020","1","2"
"3546ad55-f5781a2e","2020","1","8"
"3547f678-de63d007","2020","1","1"
"35cff0ba-8b8e43bf","2020","1","1"
"35d6a33f-e3aaa8c7","2020","1","2"
"3606d892-65c56f27","2020","1","14"
"3607fbf8-1a517c26","2020","1","3"
"3610ced5-4810f584","2020","1","8"
"361a8304-c941d620","2020","1","3"
"363a8833-740b0f13","2020","1","1"
"363c8a98-d1671191","2020","1","5"
"363d2a1b-7eff425a","2020","1","5"
"364c456b-469ba2ba","2020","1","11"
"3650105b-a1d578f2","2020","1","3"
"368ce7dd-d74a72fe","2020","1","3"
"368fcb61-bcceb00c","2020","1","3"
"3691dee6-c77c5179","2020","1","3"
"369c2db8-f6ce81ce","2020","1","7"
"36b6bcd0-b9241378","2020","1","2"
"36cb33a6-1c4e2b2d","2020","1","2"
"36f02905-8c2149b2","2020","1","2"
"36fef090-bac022a0","2020","1","6"
"36ffffb2-3375c468","2020","1","1"
"370c37c7-3a901417","2020","1","3"
"3728c76d-a70ac233","2020","1","11"
"3733630b-96ac4c7e","2020","1","1"
"3748bad9-273aeb3f","2020","1","1"
"3763da9c-90a61fd4","2020","1","2"
"37743be9-4a474dd9","2020","1","3"
"3774f25a-b8c31299","2020","1","3"
"37762cf3-b55578f0","2020","1","9"
"378add10-950cf390","2020","1","2"
"37bd9faa-8213c19a","2020","1","7"
"37e96c67-d345330c","2020","1","6"
"37ec6c1a-94fdb125","2020","1","4"
"38038d37-df23d444","2020","1","9"
"3807a414-0f6ae1b5","2020","1","3"
"38100603-a80d42c1","2020","1","5"
"3823c055-1393093b","2020","1","1"
"382914b6-3b6b77aa","2020","1","1"
"382facdf-039e5910","2020","1","1"
"3830490d-9c952612","2020","1","1"
"384730b7-44352c32","2020","1","7"
"3849ff0c-f8da4c5c","2020","1","5"
"384a454b-51ef7f58","2020","1","2"
"388ca8c6-8a0a5d20","2020","1","1"
"38961e96-e18aa35e","2020","1","2"
"38af1cd8-136f5be2","2020","1","8"
"38b2cee9-6df33e68","2020","1","1"
"38d18bf7-35359c72","2020","1","6"
"38df69d7-e60746c3","2020","1","3"
"38f4c4d3-376d9c58","2020","1","2"
"38ff0764-ccddbac3","2020","1","2"
"390b071e-cafda12c","2020","1","1"
"3938fe41-98a18782","2020","1","1"
"39500aef-f8c6e593","2020","1","2"
"39533f90-dbbf692f","2020","1","1"
"39583fa2-dd172650","2020","1","1"
"397b9dcf-b961c2e4","2020","1","1"
"397d084f-f5beffb7","2020","1","1"
"398fa632-4379e213","2020","1","1"
"39a76765-4d077bf6","2020","1","1"
"39c8a318-4061818e","2020","1","1"
"39f56726-e013fd80","2020","1","8"
"3a1a8a87-48a25a31","2020","1","1"
"3a1bd22d-c6f7869d","2020","1","11"
"3a288787-b40a90e9","2020","1","1"
"3a2fc9ce-80c88985","2020","1","1"
"3a4f4c7c-b1c85c5d","2020","1","2"
"3a6166e6-8b92bde7","2020","1","3"
"3a6c310f-e6d33cd6","2020","1","2"
"3a6f3496-350e5ff1","2020","1","1"
"3a72bb7a-44466421","2020","1","2"
"3a7f18a3-4ab8a86d","2020","1","3"
"3a9865b7-1cabddc1","2020","1","1"
"3aa9b366-dbdfdb3c","2020","1","2"
"3ab3fbbd-8b920128","2020","1","1"
"3ab5bd24-dfda5949","2020","1","2"
"3ac70013-59e8deb4","2020","1","1"
"3b453dc2-e2f45d7f","2020","1","1"
"3b7015a9-98b48eee","2020","1","4"
"3ba5a718-540ebf24","2020","1","1"
"3baed7a7-3f14a3e1","2020","1","3"
"3bf68144-6ac2ec0f","2020","1","2"
"3c36bfec-b25ad640","2020","1","1"
"3c48bb1b-8ef96d20","2020","1","2"
"3c62f566-7b11ff4f","2020","1","1"
"3c778167-a10b06e7","2020","1","20"
"3c8d4e82-5cb75222","2020","1","4"
"3c916017-b5605ef0","2020","1","2"
"3ca6c7c7-2e362642","2020","1","6"
"3cab4985-a6a9feaa","2020","1","2"
"3cd4dcf0-61a0a230","2020","1","4"
"3cdd5755-436064bc","2020","1","25"
"3cf03427-6981a1e1","2020","1","1"
"3cf82d19-920e40b0","2020","1","1"
"3d01e902-ddeba398","2020","1","1"
"3d6a434d-a67765e0","2020","1","7"
"3d6acaca-c07e4d9a","2020","1","1"
"3d82cfe9-92ab1e78","2020","1","56"
"3d9bb47d-acd8c522","2020","1","2"
"3dbd3ec9-3573d810","2020","1","2"
"3dd0d1f3-64bc1669","2020","1","3"
"3dd6ff86-9854079b","2020","1","1"
"3dfda832-14ac5650","2020","1","15"
"3e0326ab-cd973344","2020","1","1"
"3e206ded-5187d531","2020","1","3"
"3e353e3c-8d4eb8f2","2020","1","1"
"3e443398-a0e4ea01","2020","1","3"
"3e5d8c4e-2cbb02fd","2020","1","6"
"3e62b94a-84a43723","2020","1","1"
"3e7dddb3-5f31fea7","2020","1","1"
"3e866bac-989b7443","2020","1","3"
"3eb8446b-39221815","2020","1","3"
"3ebbddbc-2b199981","2020","1","6"
"3ed791c3-66a4b7d4","2020","1","2"
"3ef650f9-9034c647","2020","1","1"
"3efbfe06-5484891f","2020","1","2"
"3f33edde-fa78625a","2020","1","2"
"3f50f241-5db330c5","2020","1","1"
"3f8710cc-6a37034a","2020","1","1"
"3f97b40f-509bbbfc","2020","1","2"
"4","2020","1","74978352"
"400bed23-9800ae65","2020","1","2"
"400ea69c-47b335bf","2020","1","1"
"40390ae7-ba41f0a2","2020","1","2"
"4041809e-ad9fffaf","2020","1","1"
"405a49ef-0c270257","2020","1","5"
"405f6bcb-309a30bf","2020","1","2"
"4084bced-a74ef9e0","2020","1","1"
"40936e19-edcc9e8d","2020","1","1"
"40a57038-c9057d3b","2020","1","1"
"40b54ca0-cac04f96","2020","1","9"
"40c13690-a26f88c4","2020","1","1"
"40e54039-d3540340","2020","1","6"
"4117e4fd-53a192c0","2020","1","2"
"412564af-c9bd54bf","2020","1","3"
"4132a90b-09a313f4","2020","1","5"
"41339c95-d2663c9e","2020","1","2"
"415f4528-c768add7","2020","1","3"
"416959cb-268a7496","2020","1","1"
"419f9d0e-a8fa881e","2020","1","2"
"41b52635-7d48c11c","2020","1","8"
"41d01575-b7335ac2","2020","1","3"
"4202d985-5a8b34cf","2020","1","1"
"424556d6-bce432bb","2020","1","1"
"428b2c06-89b70440","2020","1","2"
"42c21d48-d13e679d","2020","1","1"
"42ef8c91-8e64324a","2020","1","1"
"43004c43-e1a44ff5","2020","1","1"
"4324a5f3-5479cb71","2020","1","32"
"434f5b5d-ee223998","2020","1","39"
"435b19af-47eb376a","2020","1","1"
"4367afdc-8da6c8c7","2020","1","1"
"438af4b4-00ed75e0","2020","1","1"
"43a3888c-e0a3672b","2020","1","6"
"43a89c30-994b7fa2","2020","1","11"
"43d56f57-b062e559","2020","1","3"
"445c8859-ddd2642b","2020","1","1"
"446769cb-60584999","2020","1","2"
"447f79cf-ff46220b","2020","1","6"
"44af0f08-343d6bc5","2020","1","1"
"44e867b3-1923f894","2020","1","2"
"45261eab-a9539463","2020","1","1"
"454af409-9ab9cfe9","2020","1","1"
"454b0f8f-7ca61d0d","2020","1","1"
"4564f625-a4569302","2020","1","2"
"458c3943-54a9da14","2020","1","6"
"45c75388-bdc2b81d","2020","1","1"
"4615cc22-0cca5e1e","2020","1","8"
"461d8e9c-c149d76e","2020","1","1"
"462cfae7-f133ff63","2020","1","1"
"4673873d-6799ac31","2020","1","1"
"46bfb1ae-91da95fd","2020","1","2"
"46cbacd0-7c62ba0c","2020","1","1"
"46e0e8ed-b6173b59","2020","1","1"
"46ea8238-5b5c8cf0","2020","1","1"
"46eaf623-79eadbed","2020","1","19"
"4747ef66-139ecf35","2020","1","1"
"4750ba2f-b0166039","2020","1","1"
"475d4285-13c37aa7","2020","1","4"
"47821ed9-60120d61","2020","1","7"
"4792381f-6612ba60","2020","1","8"
"47a31b98-3944ddec","2020","1","3"
"47e22bef-890ffd19","2020","1","1"
"47e28a47-d3e95ccc","2020","1","4"
"48035c5f-67994361","2020","1","1"
"4834c8a7-4bd3c4fa","2020","1","1"
"4857b714-42ab25f2","2020","1","1"
"48583638-0422fdc6","2020","1","1"
"48912e5d-809793c9","2020","1","3"
"48933876-b0f3d297","2020","1","4"
"48934534-8a1ce076","2020","1","3"
"48c58b5f-6dcf95f6","2020","1","14"
"48df44bb-ad4e55df","2020","1","1"
"4929a445-e0ec1415","2020","1","1"
"493228d3-081af422","2020","1","1"
"4940e94e-901310b6","2020","1","1"
"49530bdf-37007a73","2020","1","1"
"4954256c-237ea270","2020","1","1"
"498b5f7f-9c9c4227","2020","1","1"
"4992739c-b2a31b33","2020","1","1"
"49cd70c6-6f55dafe","2020","1","9"
"49d88192-226d179f","2020","1","5"
"49ef999b-0e3b475b","2020","1","1"
"4a0e2ac8-8f67389a","2020","1","4"
"4a1d3695-041c11f1","2020","1","5"
"4a2508aa-00c5e8cc","2020","1","7"
"4a36b868-65b30542","2020","1","1"
"4a3c9ce1-abd6d674","2020","1","1"
"4a73510d-da5ebc78","2020","1","2"
"4a7b8e0f-d45c8ee9","2020","1","5"
"4a9c3a61-0091c3f2","2020","1","2"
"4ae2a817-747e1023","2020","1","1"
"4aefd083-2853c990","2020","1","1"
"4b136523-fa22f541","2020","1","1"
"4b21d0c8-82c9dca4","2020","1","7"
"4b317731-5b4988f6","2020","1","1"
"4b40526f-6507deb2","2020","1","2"
"4b63d2e0-bea9f95e","2020","1","3"
"4b6c18c2-3f922294","2020","1","3"
"4b7757e0-b0aa73a0","2020","1","2"
"4b9dc01c-7e20de73","2020","1","3"
"4bb8c8a7-7fe301dd","2020","1","1"
"4bd4179b-bacf3ffd","2020","1","2"
"4bd67e6e-ea39a48f","2020","1","4"
"4be8e7ad-2d7ec961","2020","1","1"
"4c0482cd-dcbc25c6","2020","1","11"
"4c09bf6d-a5efc3f1","2020","1","5"
"4c3672f9-7b877501","2020","1","2"
"4c3edefa-2d4554e2","2020","1","2"
"4c4100f4-95846746","2020","1","1"
"4c413401-5ae15c60","2020","1","1"
"4c4943d0-60fa2d0e","2020","1","1"
"4c506935-01efe2e9","2020","1","1"
"4c6c1db1-a0c6b0f9","2020","1","4"
"4c78a4a6-b6848b24","2020","1","1"
"4c907cd4-5d02f311","2020","1","1"
"4cf38e18-3f2226c1","2020","1","1"
"4d4d806c-51b41241","2020","1","1"
"4d67cdd8-a81ec412","2020","1","1"
"4d6c83fd-3323ac1f","2020","1","2"
"4dc5e6fe-a2aa9c84","2020","1","1"
"4dcfea01-bf0f6ce3","2020","1","5"
"4dd0bb5c-07865bc8","2020","1","2"
"4dec08f6-dfa49abb","2020","1","6"
"4e1738b4-3590f072","2020","1","1"
"4e263d69-777f6e45","2020","1","1"
"4e281862-4d7a9350","2020","1","9"
"4e565fd5-b71b14d0","2020","1","4"
